Semestre,Modulo,Turno,Seccion,IdDocente,Asistencia
2013 - I,Mod - V,Tarde,A,56,Tarde
2013 - I,Mod - III,Tarde,A,45,Puntual
2013 - I,Mod - II,Tarde,A,40,Tarde
2013 - I,Mod - I,Tarde,B,27,Tarde
2013 - I,Mod - I,Tarde,A,44,Tarde
2013 - I,Mod - VI,Tarde,A,50,Tarde
2013 - I,Mod - VI,Tarde,A,50,Tarde
2013 - I,Mod - V,Tarde,A,11,Tarde
2013 - I,Mod - III,Tarde,A,24,Puntual
2013 - I,Mod - I,Tarde,A,40,Tarde
2013 - I,Mod - II,Tarde,A,33,Puntual
2013 - I,Mod - I,Noche,B,27,Tarde
2013 - I,Mod - III,Noche,A,46,Tarde
2013 - I,Mod - I,Noche,A,20,Puntual
2013 - I,Mod - V,Noche,A,52,Tarde
2013 - I,Mod - II,Noche,A,18,Puntual
2013 - I,Mod - VI,Noche,A,55,Puntual
2013 - I,Mod - IV,Noche,A,107,Tarde
2013 - I,Mod - I,Noche,C,121,Puntual
2013 - I,Mod - IV,Noche,A,107,Tarde
2013 - I,Mod - I,Noche,C,60,Tarde
2013 - I,Mod - II,Noche,A,123,Puntual
2013 - I,Mod - V,Noche,A,52,Tarde
2013 - I,Mod - I,Noche,A,39,Tarde
2013 - I,Mod - III,Noche,A,46,Tarde
2013 - I,Mod - VI,Noche,A,54,Tarde
2013 - I,Mod - I,Noche,C,107,Tarde
2013 - I,Mod - IV,Noche,A,125,Puntual
2013 - I,Mod - V,Noche,A,56,Tarde
2013 - I,Mod - II,Noche,A,123,Tarde
2013 - I,Mod - III,Noche,A,115,Puntual
2013 - I,Mod - I,Noche,B,46,Tarde
2013 - I,Mod - I,Noche,A,27,Tarde
2013 - I,Mod - VI,Noche,A,54,Tarde
2013 - I,Mod - I,Mañana,A,2,Puntual
2013 - I,Mod - I,Mañana,B,20,Puntual
2013 - I,Mod - II,Mañana,A,47,Puntual
2013 - I,Mod - III,Mañana,A,115,Puntual
2013 - I,Mod - IV,Mañana,A,26,Puntual
2013 - I,Mod - V,Mañana,A,54,Puntual
2013 - I,Mod - III,Mañana,C,85,Tarde
2013 - I,Mod - IV,Mañana,A,107,Tarde
2013 - I,Mod - V,Mañana,A,11,Tarde
2013 - I,Mod - II,Mañana,C,18,Puntual
2013 - I,Mod - I,Mañana,E,121,Tarde
2013 - I,Mod - II,Mañana,A,55,Puntual
2013 - I,Mod - I,Mañana,C,54,Tarde
2013 - I,Mod - I,Mañana,A,47,Tarde
2013 - I,Mod - I,Mañana,D,33,Puntual
2013 - I,Mod - I,Mañana,B,55,Tarde
2013 - I,Mod - I,Mañana,A,3,Tarde
2013 - I,Mod - I,Mañana,C,85,Tarde
2013 - I,Mod - II,Mañana,A,126,Tarde
2013 - I,Mod - II,Mañana,B,45,Puntual
2013 - I,Mod - III,Mañana,C,56,Tarde
2013 - I,Mod - I,Mañana,E,8,Tarde
2013 - I,Mod - II,Mañana,C,47,Tarde
2013 - I,Mod - V,Mañana,A,107,Tarde
2013 - I,Mod - IV,Mañana,A,11,Tarde
2013 - I,Mod - III,Mañana,C,115,Puntual
2013 - I,Mod - II,Mañana,C,55,Tarde
2013 - I,Mod - I,Mañana,E,33,Puntual
2013 - I,Mod - I,Mañana,C,3,Tarde
2013 - I,Mod - I,Mañana,D,20,Puntual
2013 - I,Mod - I,Tarde,A,112,Puntual
2013 - I,Mod - I,Tarde,B,55,Tarde
2013 - I,Mod - II,Tarde,A,47,Puntual
2013 - I,Mod - III,Tarde,A,85,Puntual
2013 - I,Mod - VI,Tarde,A,3,Tarde
2013 - I,Mod - V,Tarde,A,107,Tarde
2013 - I,Mod - VI,Tarde,A,3,Tarde
2013 - I,Mod - V,Tarde,A,56,Tarde
2013 - I,Mod - III,Tarde,A,115,Tarde
2013 - I,Mod - II,Tarde,A,55,Tarde
2013 - I,Mod - I,Tarde,B,44,Tarde
2013 - I,Mod - I,Tarde,A,27,Tarde
2013 - I,Mod - VI,Tarde,A,54,Tarde
2013 - I,Mod - VI,Tarde,A,54,Tarde
2013 - I,Mod - V,Tarde,A,37,Tarde
2013 - I,Mod - III,Tarde,A,24,Tarde
2013 - I,Mod - I,Tarde,A,47,Tarde
2013 - I,Mod - II,Tarde,A,18,Tarde
2013 - I,Mod - I,Noche,B,20,Falto
2013 - I,Mod - I,Noche,A,27,Tarde
2013 - I,Mod - III,Noche,A,85,Puntual
2013 - I,Mod - VI,Noche,A,50,Tarde
2013 - I,Mod - V,Noche,A,37,Tarde
2013 - I,Mod - II,Noche,A,18,Tarde
2013 - I,Mod - IV,Noche,A,45,Tarde
2013 - I,Mod - I,Noche,C,123,Puntual
2013 - I,Mod - IV,Noche,A,37,Tarde
2013 - I,Mod - II,Noche,A,47,Tarde
2013 - I,Mod - I,Noche,C,107,Tarde
2013 - I,Mod - VI,Noche,A,50,Tarde
2013 - I,Mod - V,Noche,A,52,Tarde
2013 - I,Mod - I,Noche,A,44,Tarde
2013 - I,Mod - III,Noche,A,46,Tarde
2013 - I,Mod - III,Noche,A,85,Tarde
2013 - I,Mod - I,Noche,B,46,Tarde
2013 - I,Mod - I,Noche,A,43,Tarde
2013 - I,Mod - II,Noche,A,27,Tarde
2013 - I,Mod - VI,Noche,A,50,Tarde
2013 - I,Mod - IV,Noche,A,124,Tarde
2013 - I,Mod - I,Noche,C,60,Puntual
2013 - I,Mod - V,Noche,A,37,Tarde
2013 - I,Mod - I,Mañana,A,44,Tarde
2013 - I,Mod - I,Mañana,B,2,Puntual
2013 - I,Mod - II,Mañana,A,58,Tarde
2013 - I,Mod - III,Mañana,A,52,Puntual
2013 - I,Mod - IV,Mañana,A,45,Tarde
2013 - I,Mod - V,Mañana,A,54,Puntual
2013 - I,Mod - II,Mañana,C,55,Puntual
2013 - I,Mod - IV,Mañana,A,26,Puntual
2013 - I,Mod - V,Mañana,A,37,Puntual
2013 - I,Mod - I,Mañana,E,126,Tarde
2013 - I,Mod - III,Mañana,C,3,Puntual
2013 - I,Mod - II,Mañana,B,40,Puntual
2013 - I,Mod - II,Mañana,A,2,Tarde
2013 - I,Mod - I,Mañana,A,58,Tarde
2011 - II,Mod - II,Noche,A,36,Tarde
2011 - II,Mod - I,Noche,A,33,Tarde
2011 - I,Mod - V,Noche,A,45,Tarde
2011 - II,Mod - III,Noche,A,59,Tarde
2011 - II,Mod - VI,Noche,A,14,Puntual
2011 - II,Mod - II,Noche,A,101,Tarde
2011 - II,Mod - III,Noche,A,45,Tarde
2011 - I,Mod - V,Noche,A,54,Tarde
2011 - II,Mod - I,Noche,A,43,Tarde
2011 - II,Mod - VI,Noche,A,14,Puntual
2011 - II,Mod - I,Mañana,A,58,Puntual
2011 - II,Mod - III,Mañana,A,8,Tarde
2011 - II,Mod - II,Mañana,A,26,Tarde
2011 - II,Mod - II,Mañana,D,55,Puntual
2011 - II,Mod - IV,Mañana,C,24,Falto
2011 - II,Mod - IV,Mañana,D,11,Tarde
2011 - II,Mod - III,Mañana,C,85,Tarde
2011 - II,Mod - II,Mañana,A,18,Reemplazo
2011 - II,Mod - II,Mañana,C,45,Tarde
2011 - II,Mod - I,Mañana,B,3,Puntual
2011 - II,Mod - I,Mañana,C,58,Tarde
2011 - II,Mod - I,Mañana,A,20,Tarde
2011 - II,Mod - I,Mañana,C,20,Tarde
2011 - II,Mod - I,Mañana,D,26,Tarde
2011 - II,Mod - I,Mañana,B,55,Tarde
2011 - II,Mod - I,Mañana,A,27,Tarde
2011 - II,Mod - II,Mañana,C,58,Tarde
2011 - II,Mod - III,Mañana,C,3,Tarde
2011 - II,Mod - IV,Mañana,C,33,Tarde
2011 - II,Mod - II,Mañana,D,11,Tarde
2011 - II,Mod - II,Mañana,A,40,Tarde
2011 - II,Mod - IV,Mañana,D,45,Tarde
2011 - II,Mod - IV,Mañana,C,54,Tarde
2011 - II,Mod - II,Mañana,C,58,Tarde
2011 - II,Mod - III,Mañana,C,59,Puntual
2011 - II,Mod - I,Mañana,C,55,Tarde
2011 - II,Mod - I,Mañana,D,8,Puntual
2011 - II,Mod - I,Tarde,A,33,Puntual
2011 - II,Mod - I,Tarde,B,55,Tarde
2011 - II,Mod - III,Tarde,A,59,Tarde
2011 - II,Mod - II,Tarde,A,58,Tarde
2011 - II,Mod - II,Tarde,B,24,Tarde
2011 - II,Mod - II,Tarde,A,58,Tarde
2011 - II,Mod - III,Tarde,A,52,Reemplazo
2011 - II,Mod - I,Tarde,B,33,Tarde
2011 - II,Mod - I,Tarde,A,20,Puntual
2011 - II,Mod - I,Tarde,A,58,Tarde
2011 - II,Mod - III,Tarde,A,14,Tarde
2011 - II,Mod - II,Tarde,A,27,Puntual
2011 - II,Mod - II,Tarde,B,40,Tarde
2011 - II,Mod - II,Noche,A,39,Puntual
2011 - II,Mod - III,Noche,A,24,Puntual
2011 - II,Mod - I,Noche,A,58,Tarde
2011 - I,Mod - V,Noche,A,45,Tarde
2011 - II,Mod - VI,Noche,A,14,Tarde
2011 - II,Mod - II,Noche,A,24,Tarde
2011 - I,Mod - V,Noche,A,54,Reemplazo
2011 - II,Mod - I,Noche,A,44,Tarde
2011 - II,Mod - III,Noche,A,14,Tarde
2011 - II,Mod - III,Noche,A,59,Puntual
2011 - II,Mod - I,Noche,A,43,Tarde
2011 - I,Mod - V,Noche,A,54,Falto
2011 - II,Mod - II,Noche,A,53,Tarde
2011 - II,Mod - VI,Noche,A,14,Puntual
2011 - II,Mod - I,Mañana,A,85,Puntual
2011 - II,Mod - III,Mañana,A,52,Falto
2011 - II,Mod - II,Mañana,A,40,Tarde
2011 - II,Mod - II,Mañana,A,18,Puntual
2011 - II,Mod - II,Mañana,D,40,Tarde
2011 - II,Mod - IV,Mañana,C,45,Puntual
2011 - II,Mod - IV,Mañana,D,11,Tarde
2011 - II,Mod - III,Mañana,A,14,Puntual
2011 - II,Mod - III,Mañana,C,59,Puntual
2011 - II,Mod - II,Mañana,C,55,Puntual
2011 - II,Mod - I,Mañana,A,3,Puntual
2011 - II,Mod - I,Mañana,C,47,Puntual
2011 - II,Mod - I,Mañana,A,3,Tarde
2011 - II,Mod - I,Mañana,B,55,Tarde
2011 - III,Mod - IV,Tarde,A,37,Puntual
2011 - III,Mod - III,Tarde,A,47,Tarde
2011 - III,Mod - II,Tarde,A,52,Tarde
2011 - III,Mod - II,Noche,A,36,Tarde
2011 - III,Mod - IV,Noche,A,37,Tarde
2011 - III,Mod - III,Noche,A,59,Puntual
2011 - III,Mod - I,Noche,A,47,Tarde
2011 - III,Mod - I,Noche,C,44,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - III,Mod - I,Noche,C,27,Tarde
2011 - III,Mod - I,Noche,A,33,Tarde
2011 - III,Mod - I,Noche,B,20,Tarde
2011 - III,Mod - III,Noche,A,36,Tarde
2011 - III,Mod - IV,Noche,A,107,Tarde
2011 - III,Mod - II,Noche,A,18,Puntual
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - III,Mod - I,Noche,B,43,Tarde
2011 - III,Mod - I,Noche,C,85,Tarde
2011 - III,Mod - I,Noche,A,60,Tarde
2011 - III,Mod - II,Noche,A,101,Puntual
2011 - III,Mod - IV,Noche,A,56,Tarde
2011 - III,Mod - III,Noche,A,107,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - II,Mod - V,Mañana,A,8,Puntual
2011 - III,Mod - I,Mañana,B,2,Puntual
2011 - III,Mod - I,Mañana,A,33,Puntual
2011 - III,Mod - II,Mañana,A,58,Puntual
2011 - III,Mod - III,Mañana,A,52,Puntual
2011 - III,Mod - III,Mañana,A,3,Puntual
2011 - III,Mod - II,Mañana,C,101,Puntual
2011 - III,Mod - II,Mañana,B,40,Tarde
2011 - III,Mod - II,Mañana,A,52,Tarde
2011 - III,Mod - IV,Mañana,C,54,Puntual
2011 - III,Mod - I,Mañana,A,44,Puntual
2011 - III,Mod - I,Mañana,C,58,Tarde
2011 - III,Mod - I,Mañana,B,26,Puntual
2011 - II,Mod - V,Mañana,A,37,Puntual
2011 - II,Mod - IV,Mañana,C,45,Tarde
2011 - II,Mod - IV,Mañana,D,11,Puntual
2011 - II,Mod - IV,Mañana,C,33,Tarde
2011 - II,Mod - V,Mañana,A,45,Tarde
2011 - III,Mod - I,Mañana,C,2,Tarde
2011 - III,Mod - I,Mañana,D,55,Puntual
2011 - III,Mod - I,Mañana,A,58,Tarde
2011 - II,Mod - V,Mañana,C,11,Tarde
2011 - III,Mod - IV,Mañana,C,37,Tarde
2011 - III,Mod - III,Mañana,C,59,Puntual
2011 - III,Mod - II,Mañana,A,40,Tarde
2011 - III,Mod - II,Mañana,B,8,Tarde
2011 - III,Mod - II,Mañana,C,44,Tarde
2011 - III,Mod - II,Mañana,C,58,Tarde
2011 - III,Mod - III,Mañana,C,59,Tarde
2011 - III,Mod - IV,Mañana,C,55,Tarde
2011 - III,Mod - I,Mañana,D,3,Tarde
2011 - III,Mod - I,Mañana,C,44,Tarde
2011 - II,Mod - V,Mañana,C,8,Tarde
2011 - II,Mod - IV,Mañana,D,45,Tarde
2011 - II,Mod - IV,Mañana,C,54,Tarde
2011 - III,Mod - I,Tarde,A,55,Tarde
2011 - III,Mod - I,Tarde,B,3,Tarde
2011 - III,Mod - I,Tarde,C,20,Tarde
2011 - III,Mod - IV,Tarde,A,45,Tarde
2011 - III,Mod - III,Tarde,A,2,Tarde
2011 - III,Mod - II,Tarde,A,40,Tarde
2011 - III,Mod - I,Tarde,C,27,Puntual
2011 - III,Mod - II,Tarde,A,33,Puntual
2011 - III,Mod - III,Tarde,A,8,Tarde
2011 - III,Mod - IV,Tarde,A,11,Tarde
2011 - III,Mod - I,Tarde,A,58,Tarde
2011 - III,Mod - I,Tarde,B,33,Tarde
2011 - III,Mod - I,Tarde,A,20,Tarde
2011 - III,Mod - I,Tarde,C,40,Tarde
2011 - III,Mod - IV,Tarde,A,8,Tarde
2011 - III,Mod - III,Tarde,A,24,Puntual
2011 - III,Mod - II,Tarde,A,53,Tarde
2011 - III,Mod - I,Noche,A,58,Tarde
2011 - III,Mod - II,Noche,A,24,Tarde
2011 - III,Mod - III,Noche,A,59,Puntual
2011 - III,Mod - IV,Noche,A,45,Tarde
2011 - III,Mod - I,Noche,C,14,Puntual
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - III,Mod - I,Noche,C,27,Tarde
2011 - III,Mod - I,Noche,A,20,Tarde
2011 - III,Mod - IV,Noche,A,24,Tarde
2011 - III,Mod - II,Noche,A,39,Puntual
2011 - III,Mod - III,Noche,A,56,Tarde
2011 - III,Mod - I,Noche,B,33,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - III,Mod - I,Noche,A,60,Puntual
2011 - III,Mod - I,Noche,C,58,Puntual
2011 - III,Mod - I,Noche,B,43,Tarde
2011 - III,Mod - II,Noche,A,54,Puntual
2011 - III,Mod - III,Noche,A,52,Tarde
2011 - III,Mod - IV,Noche,A,56,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - II,Mod - V,Mañana,A,8,Puntual
2011 - III,Mod - I,Mañana,A,33,Puntual
2011 - III,Mod - I,Mañana,B,2,Puntual
2011 - III,Mod - II,Mañana,A,14,Puntual
2011 - III,Mod - III,Mañana,A,52,Puntual
2011 - III,Mod - III,Mañana,A,85,Tarde
2011 - III,Mod - II,Mañana,A,40,Tarde
2011 - III,Mod - II,Mañana,B,3,Puntual
2011 - III,Mod - II,Mañana,C,44,Puntual
2011 - III,Mod - IV,Mañana,C,54,Tarde
2011 - III,Mod - I,Mañana,C,47,Tarde
2011 - II,Mod - IV,Mañana,C,24,Reemplazo
2011 - III,Mod - I,Mañana,A,26,Tarde
2011 - II,Mod - V,Mañana,A,8,Tarde
2011 - II,Mod - IV,Mañana,D,11,Tarde
2011 - II,Mod - V,Mañana,A,11,Tarde
2011 - II,Mod - V,Mañana,C,45,Tarde
2011 - II,Mod - IV,Mañana,C,33,Tarde
2011 - III,Mod - I,Mañana,A,47,Tarde
2011 - III,Mod - I,Mañana,D,55,Puntual
2011 - III,Mod - II,Mañana,A,85,Tarde
2011 - III,Mod - I,Mañana,C,2,Tarde
2011 - III,Mod - IV,Mañana,C,54,Tarde
2011 - III,Mod - II,Mañana,C,52,Tarde
2011 - III,Mod - III,Mañana,A,26,Tarde
2011 - III,Mod - III,Mañana,C,59,Tarde
2011 - III,Mod - II,Mañana,C,55,Tarde
2011 - III,Mod - IV,Mañana,C,56,Puntual
2011 - III,Mod - I,Mañana,C,3,Tarde
2011 - II,Mod - IV,Mañana,C,33,Tarde
2011 - II,Mod - V,Mañana,C,8,Tarde
2011 - III,Mod - I,Tarde,C,36,Tarde
2011 - III,Mod - I,Tarde,A,55,Tarde
2011 - III,Mod - I,Tarde,B,3,Tarde
2011 - III,Mod - IV,Tarde,A,2,Tarde
2011 - III,Mod - II,Tarde,A,47,Tarde
2011 - III,Mod - III,Tarde,A,53,Puntual
2011 - III,Mod - III,Tarde,A,24,Tarde
2011 - III,Mod - II,Tarde,A,40,Tarde
2011 - III,Mod - IV,Tarde,A,8,Tarde
2011 - III,Mod - I,Tarde,A,36,Tarde
2011 - III,Mod - I,Tarde,C,27,Puntual
2011 - III,Mod - I,Tarde,C,18,Tarde
2011 - III,Mod - I,Tarde,A,33,Tarde
2011 - III,Mod - IV,Tarde,A,37,Tarde
2011 - III,Mod - II,Tarde,A,52,Tarde
2011 - III,Mod - III,Tarde,A,47,Tarde
2011 - III,Mod - III,Noche,A,59,Puntual
2011 - III,Mod - II,Noche,A,36,Puntual
2011 - III,Mod - IV,Noche,A,37,Tarde
2011 - III,Mod - I,Noche,A,47,Tarde
2011 - III,Mod - I,Noche,C,14,Tarde
2011 - II,Mod - VI,Noche,A,24,Tarde
2011 - II,Mod - VI,Noche,A,24,Tarde
2011 - III,Mod - I,Noche,C,27,Tarde
2011 - III,Mod - I,Noche,A,33,Tarde
2011 - III,Mod - IV,Noche,A,107,Tarde
2011 - III,Mod - II,Noche,A,18,Tarde
2011 - III,Mod - III,Noche,A,36,Tarde
2011 - II,Mod - VI,Noche,A,24,Tarde
2011 - III,Mod - I,Noche,A,60,Tarde
2011 - III,Mod - I,Noche,B,43,Puntual
2011 - III,Mod - I,Noche,C,85,Tarde
2011 - III,Mod - III,Noche,A,107,Tarde
2011 - III,Mod - II,Noche,A,101,Falto
2011 - III,Mod - IV,Noche,A,56,Tarde
2011 - II,Mod - VI,Noche,A,24,Tarde
2011 - II,Mod - V,Mañana,A,8,Tarde
2011 - III,Mod - I,Mañana,A,33,Tarde
2011 - III,Mod - I,Mañana,B,44,Tarde
2011 - III,Mod - II,Mañana,A,14,Tarde
2011 - III,Mod - III,Mañana,A,52,Tarde
2011 - III,Mod - III,Mañana,A,85,Tarde
2011 - III,Mod - II,Mañana,C,52,Tarde
2011 - III,Mod - II,Mañana,A,2,Tarde
2011 - III,Mod - II,Mañana,B,3,Puntual
2011 - III,Mod - IV,Mañana,C,45,Tarde
2011 - III,Mod - I,Mañana,C,47,Tarde
2011 - III,Mod - I,Mañana,A,26,Tarde
2011 - II,Mod - V,Mañana,A,55,Puntual
2011 - II,Mod - IV,Mañana,C,24,Puntual
2011 - II,Mod - IV,Mañana,D,11,Puntual
2011 - II,Mod - IV,Mañana,C,24,Tarde
2011 - II,Mod - V,Mañana,A,45,Tarde
2011 - III,Mod - I,Mañana,A,47,Tarde
2011 - III,Mod - I,Mañana,C,3,Tarde
2011 - III,Mod - I,Mañana,D,55,Tarde
2011 - III,Mod - IV,Mañana,C,56,Tarde
2011 - III,Mod - II,Mañana,A,85,Tarde
2011 - III,Mod - II,Mañana,C,2,Tarde
2011 - III,Mod - III,Mañana,A,11,Tarde
2011 - III,Mod - III,Mañana,C,26,Tarde
2011 - III,Mod - III,Mañana,C,45,Tarde
2011 - III,Mod - II,Mañana,C,58,Tarde
2011 - III,Mod - IV,Mañana,C,55,Tarde
2011 - III,Mod - I,Mañana,D,44,Tarde
2011 - III,Mod - I,Mañana,C,3,Tarde
2011 - II,Mod - V,Mañana,C,8,Tarde
2011 - II,Mod - IV,Mañana,C,54,Tarde
2011 - II,Mod - IV,Mañana,D,24,Tarde
2011 - III,Mod - I,Tarde,A,55,Tarde
2011 - III,Mod - I,Tarde,B,20,Tarde
2011 - III,Mod - I,Tarde,C,36,Puntual
2011 - III,Mod - III,Tarde,A,53,Puntual
2011 - III,Mod - IV,Tarde,A,2,Tarde
2011 - III,Mod - II,Tarde,A,47,Tarde
2011 - III,Mod - II,Tarde,A,40,Tarde
2011 - III,Mod - I,Tarde,C,27,Puntual
2011 - III,Mod - III,Tarde,A,24,Tarde
2011 - III,Mod - IV,Tarde,A,11,Tarde
2011 - III,Mod - I,Tarde,A,36,Tarde
2011 - III,Mod - I,Tarde,A,33,Puntual
2011 - III,Mod - I,Tarde,C,18,Puntual
2011 - III,Mod - IV,Tarde,A,8,Tarde
2011 - III,Mod - III,Tarde,A,24,Tarde
2011 - III,Mod - II,Tarde,A,52,Tarde
2011 - III,Mod - I,Noche,C,44,Tarde
2011 - III,Mod - III,Noche,A,59,Puntual
2011 - III,Mod - IV,Noche,A,107,Tarde
2011 - III,Mod - II,Noche,A,36,Reemplazo
2011 - III,Mod - I,Noche,A,47,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - III,Mod - I,Noche,A,33,Tarde
2011 - III,Mod - I,Noche,C,27,Tarde
2011 - III,Mod - IV,Noche,A,24,Puntual
2011 - III,Mod - III,Noche,A,36,Tarde
2011 - III,Mod - II,Noche,A,18,Tarde
2011 - II,Mod - VI,Noche,A,24,Puntual
2011 - III,Mod - I,Noche,C,85,Tarde
2011 - III,Mod - I,Noche,A,33,Tarde
2011 - III,Mod - I,Noche,B,43,Puntual
2011 - III,Mod - III,Noche,A,107,Puntual
2011 - III,Mod - II,Noche,A,101,Tarde
2011 - III,Mod - IV,Noche,A,56,Tarde
2011 - II,Mod - VI,Noche,A,24,Tarde
2011 - II,Mod - V,Mañana,A,8,Tarde
2011 - III,Mod - I,Mañana,A,33,Puntual
2011 - III,Mod - I,Mañana,B,2,Puntual
2011 - III,Mod - II,Mañana,A,58,Puntual
2011 - III,Mod - III,Mañana,A,52,Tarde
2011 - III,Mod - III,Mañana,A,3,Puntual
2011 - III,Mod - II,Mañana,C,101,Puntual
2011 - III,Mod - II,Mañana,B,40,Tarde
2011 - III,Mod - II,Mañana,A,52,Tarde
2011 - III,Mod - IV,Mañana,C,54,Puntual
2011 - III,Mod - I,Mañana,C,58,Tarde
2011 - III,Mod - I,Mañana,B,26,Tarde
2011 - III,Mod - I,Mañana,A,44,Tarde
2011 - II,Mod - V,Mañana,A,37,Puntual
2011 - II,Mod - IV,Mañana,C,45,Puntual
2011 - II,Mod - IV,Mañana,D,11,Puntual
2011 - II,Mod - IV,Mañana,C,37,Tarde
2011 - II,Mod - V,Mañana,A,45,Tarde
2011 - III,Mod - I,Mañana,A,58,Tarde
2011 - II,Mod - V,Mañana,C,11,Tarde
2011 - III,Mod - I,Mañana,D,55,Puntual
2011 - III,Mod - I,Mañana,C,2,Tarde
2011 - III,Mod - IV,Mañana,C,54,Tarde
2011 - III,Mod - II,Mañana,A,40,Tarde
2011 - III,Mod - II,Mañana,B,8,Tarde
2011 - III,Mod - II,Mañana,C,44,Tarde
2011 - III,Mod - III,Mañana,A,26,Tarde
2011 - III,Mod - III,Mañana,C,59,Tarde
2011 - III,Mod - II,Mañana,C,58,Tarde
2011 - III,Mod - IV,Mañana,C,37,Tarde
2011 - III,Mod - I,Mañana,C,44,Tarde
2011 - III,Mod - I,Mañana,D,3,Tarde
2011 - II,Mod - V,Mañana,C,8,Tarde
2011 - II,Mod - IV,Mañana,D,45,Tarde
2011 - II,Mod - IV,Mañana,C,54,Tarde
2011 - III,Mod - I,Tarde,A,55,Tarde
2011 - III,Mod - I,Tarde,B,3,Tarde
2011 - III,Mod - I,Tarde,C,20,Tarde
2011 - III,Mod - IV,Tarde,A,45,Tarde
2011 - III,Mod - II,Tarde,A,40,Tarde
2011 - III,Mod - III,Tarde,A,2,Tarde
2011 - III,Mod - II,Tarde,A,33,Puntual
2011 - III,Mod - III,Tarde,A,8,Tarde
2011 - III,Mod - IV,Tarde,A,11,Tarde
2011 - III,Mod - I,Tarde,C,40,Tarde
2011 - III,Mod - I,Tarde,A,58,Puntual
2011 - III,Mod - I,Tarde,A,20,Tarde
2011 - III,Mod - I,Tarde,C,18,Tarde
2011 - III,Mod - I,Tarde,B,33,Tarde
2011 - III,Mod - IV,Tarde,A,8,Tarde
2011 - III,Mod - II,Tarde,A,53,Tarde
2011 - III,Mod - III,Tarde,A,47,Tarde
2011 - III,Mod - II,Noche,A,24,Puntual
2011 - III,Mod - I,Noche,C,14,Tarde
2011 - III,Mod - IV,Noche,A,45,Tarde
2011 - III,Mod - III,Noche,A,59,Tarde
2011 - III,Mod - I,Noche,A,58,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - II,Mod - VI,Noche,A,8,Tarde
2011 - III,Mod - I,Noche,B,33,Tarde
2011 - III,Mod - I,Noche,A,20,Tarde
2011 - III,Mod - I,Noche,C,14,Tarde
2011 - III,Mod - II,Noche,A,39,Reemplazo
2011 - III,Mod - III,Noche,A,56,Tarde
2011 - III,Mod - IV,Noche,A,24,Tarde
2011 - II,Mod - VI,Noche,A,24,Tarde
2011 - III,Mod - I,Noche,B,20,Tarde
2011 - III,Mod - I,Noche,A,60,Tarde
2011 - III,Mod - III,Noche,A,52,Tarde
2011 - III,Mod - IV,Noche,A,56,Tarde
2011 - III,Mod - I,Noche,C,58,Tarde
2011 - III,Mod - II,Noche,A,54,Tarde
2011 - II,Mod - VI,Noche,A,24,Tarde
2011 - II,Mod - V,Mañana,A,8,Tarde
2011 - III,Mod - I,Mañana,A,26,Tarde
2011 - III,Mod - I,Mañana,B,2,Puntual
2011 - III,Mod - II,Mañana,A,14,Puntual
2011 - III,Mod - II,Mañana,B,40,Tarde
2011 - III,Mod - III,Mañana,A,11,Tarde
2011 - III,Mod - II,Mañana,A,2,Tarde
2011 - III,Mod - II,Mañana,C,52,Tarde
2011 - III,Mod - IV,Mañana,C,45,Tarde
2011 - III,Mod - III,Mañana,A,85,Tarde
2011 - III,Mod - II,Mañana,B,14,Tarde
2011 - III,Mod - I,Mañana,B,44,Puntual
2011 - II,Mod - V,Mañana,A,11,Tarde
2011 - III,Mod - I,Mañana,A,26,Tarde
2011 - II,Mod - IV,Mañana,C,37,Tarde
2011 - III,Mod - I,Mañana,C,47,Puntual
2011 - III,Mod - I,Mañana,D,44,Tarde
2011 - II,Mod - V,Mañana,C,45,Tarde
2011 - III,Mod - I,Mañana,C,2,Tarde
2011 - II,Mod - V,Mañana,A,11,Tarde
2011 - III,Mod - I,Mañana,A,47,Tarde
2011 - III,Mod - III,Mañana,A,26,Tarde
2011 - III,Mod - IV,Mañana,C,56,Falto
2011 - III,Mod - II,Mañana,A,85,Tarde
2011 - III,Mod - III,Mañana,C,59,Puntual
2011 - III,Mod - II,Mañana,C,55,Puntual
2011 - III,Mod - III,Mañana,C,45,Tarde
2011 - III,Mod - II,Mañana,C,2,Tarde
2011 - III,Mod - IV,Mañana,C,55,Tarde
2011 - II,Mod - V,Mañana,C,8,Tarde
2011 - III,Mod - I,Mañana,C,3,Tarde
2011 - II,Mod - IV,Mañana,C,54,Tarde
2011 - II,Mod - IV,Mañana,D,24,Tarde
2011 - III,Mod - I,Tarde,B,3,Tarde
2011 - III,Mod - I,Tarde,A,33,Puntual
2011 - III,Mod - I,Tarde,C,36,Tarde
